anchor,positive,negative
When did Nixon visit China ?,"In February , <num> , he first went to China in the shadow of sagging popularity polls and uncertainty at home .","Dubai had seemed a sunnier prospect in more ways than one , as the UK motor trade and industry continued a long struggle to emerge from its early 1980s recession ."
When did Nixon visit China ?,"In February , <num> , he first went to China in the shadow of sagging popularity polls and uncertainty at home .","Aboard the `` Komsomolets '' , these valves had manual and hydraulic drives ."
When did Nixon visit China ?,"In February , <num> , he first went to China in the shadow of sagging popularity polls and uncertainty at home .",The investigation was triggered by unrest among the Stanford faculty over the high overhead rate that the university charges the government for research and complaints from a government auditor .
When did Nixon visit China ?,"In February , <num> , he first went to China in the shadow of sagging popularity polls and uncertainty at home .","The equatorial sun , grilling down on us with pure ultra-violet , had melted the top of the mountain into a great , barely climbable mound of white slush and black volcanic sand ."
Who was the lead actress in the movie `` Sleepless in Seattle '' ?,"And in the better-received but still backward-looking When A Man Loves A Woman , Andy Garcia and Meg -LRB- Sleepless In Seattle -RRB- Ryan try to put the angst back into the romantic weepie .","Earlier , funeral service officials said , about <num> people filed past Nixon 's casket in <num> hours as it lay in the Nixon Library yesterday afternoon ."
Who was the lead actress in the movie `` Sleepless in Seattle '' ?,"And in the better-received but still backward-looking When A Man Loves A Woman , Andy Garcia and Meg -LRB- Sleepless In Seattle -RRB- Ryan try to put the angst back into the romantic weepie .","In accordance with Article <num> of the RBZh-PL-82 , the responsibility of developing recommendations on relieving pressure in each compartment of a surfaced and a submerged submarine of each class is assigned to the naval formations ."
Who was the lead actress in the movie `` Sleepless in Seattle '' ?,"And in the better-received but still backward-looking When A Man Loves A Woman , Andy Garcia and Meg -LRB- Sleepless In Seattle -RRB- Ryan try to put the angst back into the romantic weepie .","`` In <num> , the Yankees won <num> games in a <num> -game season ."
Who was the lead actress in the movie `` Sleepless in Seattle '' ?,"And in the better-received but still backward-looking When A Man Loves A Woman , Andy Garcia and Meg -LRB- Sleepless In Seattle -RRB- Ryan try to put the angst back into the romantic weepie .",Suddenly the water went over my head as the submarine rose to vertical and the impact of the water .
Who was the lead actress in the movie `` Sleepless in Seattle '' ?,"And in the better-received but still backward-looking When A Man Loves A Woman , Andy Garcia and Meg -LRB- Sleepless In Seattle -RRB- Ryan try to put the angst back into the romantic weepie .","'Many voters forgive him for everything as he 's the first Taiwanese president , but his dictatorial ways wo n't be tolerated forever , ' Mr Chao says ."
Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?,"Malaysia and Indonesia view the cooperation very important because they share common problems in dealing with anti- tropical wood campaigns by advanced countries , he said in Surabaya , East Java last night .",<num> people lost their jobs in January and <num> people were taken off the list of registered unemployed .
Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?,"Malaysia and Indonesia view the cooperation very important because they share common problems in dealing with anti- tropical wood campaigns by advanced countries , he said in Surabaya , East Java last night .",Heating costs should rise by <num> percent as of <num> July .
Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?,"Malaysia and Indonesia view the cooperation very important because they share common problems in dealing with anti- tropical wood campaigns by advanced countries , he said in Surabaya , East Java last night .","In discounting Duke 's chances , pundits like to cite a Johnston poll that put Duke 's negative rating at <num> % , a number that would scare most politicians into retirement ."
Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?,"Malaysia and Indonesia view the cooperation very important because they share common problems in dealing with anti- tropical wood campaigns by advanced countries , he said in Surabaya , East Java last night .","In the early <num> 's , he put out many theses concerning nuclear development ."
